iter	Logloss
121	0.5191590187
122	0.5190398376
123	0.5188291374
124	0.5184974369
125	0.5182761291
126	0.5180542103
127	0.5179280337
128	0.5177316072
129	0.5175412364
130	0.5173218321
131	0.5171077244
132	0.5168500977
133	0.5165365845
134	0.5163294985
135	0.5161064582
136	0.515918765
137	0.5157112303
138	0.5155539494
139	0.5153515604
140	0.5150975879
141	0.5149942848
142	0.5148685934
143	0.5146128504
144	0.5142657604
145	0.5141335909
146	0.5139624589
147	0.5138113017
148	0.5136323443
149	0.5133904962
150	0.5132152562
151	0.5129990217
152	0.5128615469
153	0.5127488685
154	0.5126356305
155	0.5125316464
156	0.5124259595
157	0.5122505715
158	0.5120486393
159	0.5119269417
160	0.5118744649
161	0.5117092563
162	0.5115506301
163	0.5113313488
164	0.5111458096
165	0.510966536
166	0.5107271787
167	0.5105597577
168	0.5103152411
169	0.5101433158
170	0.5100130392
171	0.5097984389
172	0.5095001824
173	0.5093260801
174	0.5091603364
175	0.508985146
176	0.508958493
177	0.5087934593
178	0.5085931514
179	0.5084148432
180	0.5082644897
181	0.5081166231
182	0.5079567979
183	0.5077854253
184	0.5076294273
185	0.5074628967
186	0.5073730039
187	0.5071546094
188	0.5070247382
189	0.5067669822
190	0.5066615245
191	0.5064512611
192	0.5063293276
193	0.5061651177
194	0.5059414834
195	0.5057642133
196	0.5055844131
197	0.5054996703
198	0.5053877798
199	0.5053118857
200	0.5052584154
201	0.505211686
202	0.5050893425
203	0.5049947743
204	0.5048210208
205	0.5046975638
206	0.5045614672
207	0.5044073806
208	0.5042569518
209	0.5041311315
210	0.5039944973
211	0.5038594122
212	0.5036592744
213	0.5034826178
214	0.503341891
215	0.5032023578
216	0.5031138234
217	0.5029509029
218	0.5028558503
219	0.5028153983
220	0.5027779809
221	0.5026796316
222	0.5024546674
223	0.5023989374
224	0.5021699431
225	0.5019779557
226	0.5018704691
227	0.5017059991
228	0.5015444881
229	0.5013786144
230	0.5011820855
231	0.5010471295
232	0.5010016349
233	0.5009601543
234	0.5008050327
235	0.5006325554
236	0.5005497715
237	0.5003813988
238	0.5000971626
239	0.4999589823
240	0.499858638
241	0.4995823277
242	0.4993513684
243	0.4992307151
244	0.4991077118
245	0.4989974384
246	0.498859587
247	0.498682556
248	0.4985476999
249	0.49840275
250	0.4982898804
251	0.4981690487
252	0.4981129669
253	0.4980433066
254	0.4979756315
255	0.4978052327
256	0.4976760648
257	0.497490872
258	0.4973070917
259	0.4972125127
260	0.4970863689
261	0.4969237378
262	0.4968383865
263	0.4967047927
264	0.4966602417
265	0.4965860988
266	0.496440013
267	0.4963875381
268	0.4963000865
269	0.4962381514
270	0.4961648329
271	0.4960425521
272	0.4959086248
273	0.4958830618
274	0.4958126199
275	0.4957362402
276	0.495626646
277	0.4955473046
278	0.495483525
279	0.4954230588
280	0.4952951527
281	0.4952275712
282	0.4949801287
283	0.4947986744
284	0.4946735624
285	0.4946348905
286	0.4945269141
287	0.4944118239
288	0.494326591
289	0.4942518267
290	0.4939711545
291	0.4939002401
292	0.4938218192
293	0.493747071
294	0.4935998728
295	0.4934355076
296	0.4932533853
297	0.4931731807
298	0.4929844387
299	0.492904155
300	0.4928922979
301	0.4927924482
302	0.4926916205
303	0.4924960509
304	0.4922390859
305	0.4921122991
306	0.4919807349
307	0.49192357
308	0.4918172936
309	0.4917728966
310	0.491491683
311	0.4913506215
312	0.491211788
313	0.4910470918
314	0.4908169661
315	0.4906522437
316	0.4905256847
317	0.4904208836
318	0.4903527473
319	0.4901801364
320	0.4900767987
321	0.4900602148
322	0.4898376395
323	0.4896318058
324	0.4895687844
325	0.4894423063
326	0.4894044054
327	0.4891731429
328	0.4890867016
329	0.4889468712
330	0.4886783716
331	0.4885623093
332	0.4885039758
333	0.4884258949
334	0.4882822344
335	0.4881817025
336	0.4880799387
337	0.4879408345
338	0.4878476051
339	0.4875634118
340	0.4875226184
341	0.4872833643
342	0.4871231533
343	0.4869757733
344	0.4869220917
345	0.4867667528
346	0.4866432855
347	0.486613987
348	0.4865380712
349	0.4862833277
350	0.4861405518
351	0.4859618025
352	0.4858773925
353	0.4857501746
354	0.4857012749
355	0.4855468498
356	0.4854208493
357	0.4852682509
358	0.4851995023
359	0.4850382891
360	0.4849286229
361	0.4848645344
362	0.4847845479
363	0.4846132707
364	0.4845110602
365	0.4842327441
366	0.4840387776
367	0.4838054204
368	0.4837567234
369	0.4836775957
370	0.4835006296
371	0.4832836497
372	0.4832595165
373	0.4831289338
374	0.4829991646
375	0.4829026104
376	0.4827763476
377	0.4827151502
378	0.4825766388
379	0.4824861846
380	0.4824417455
381	0.482378524
382	0.4823358096
383	0.4822535191
384	0.4819640255
385	0.4819475899
386	0.4818708229
387	0.4816561338
388	0.4815882068
389	0.4815283653
390	0.4814465786
391	0.4813938863
392	0.4811424829
393	0.4809618507
394	0.4807340121
395	0.4806177472
396	0.4805219532
397	0.4804562381
398	0.4803415744
399	0.4802654457
400	0.4800987253
401	0.4799611557
402	0.47984113
403	0.4795540933
404	0.479284594
405	0.4791859478
406	0.4790168992
407	0.4788346707
408	0.4786077759
409	0.4784290288
410	0.4781432465
411	0.4779872517
412	0.4777592897
413	0.4775683268
414	0.4773968686
415	0.4772725496
416	0.4769488046
417	0.4769002396
418	0.4767747202
419	0.4766665573
420	0.4765650416
421	0.4763209092
422	0.476175806
423	0.4759767857
424	0.4759663262
425	0.4758859961
426	0.4758436935
427	0.4758248642
428	0.4756081328
429	0.4754683077
430	0.475403586
431	0.4753850919
432	0.475126517
433	0.4750568997
434	0.4748787808
435	0.4747610261
436	0.474415412
437	0.4742452671
438	0.4742137776
439	0.4741211442
440	0.4739826583
441	0.4739079762
442	0.4736638773
443	0.4734883998
444	0.4733271557
445	0.4732197444
446	0.4730228884
447	0.4729810001
448	0.4728433679
449	0.4726950923
450	0.4725832742
451	0.4725114146
452	0.4724956157
453	0.4724878902
454	0.4724540342
455	0.472286645
456	0.4721433647
457	0.4720643686
458	0.4719264214
459	0.4717598801
460	0.4715711131
461	0.4715161216
462	0.4714880817
463	0.4713177023
464	0.4712033829
465	0.4711788163
466	0.4709210906
467	0.470714385
468	0.4705813663
469	0.4704612871
470	0.4704023482
471	0.4703078073
472	0.4701220028
473	0.469942875
474	0.4699311565
475	0.4698100188
476	0.4696661583
477	0.4695190978
478	0.4693628513
479	0.4691998399
480	0.4689983758
481	0.4689384819
482	0.4689327527
483	0.4688556697
484	0.4687879781
485	0.4687779089
486	0.468715101
487	0.4686081738
488	0.46857493
489	0.4683731499
490	0.4682506201
491	0.4681964452
492	0.4680541061
493	0.4679073555
494	0.4678871771
495	0.4678002064
496	0.4676604115
497	0.4675420881
498	0.4673548971
499	0.4671018182
500	0.4669447858
501	0.466916099
502	0.4669091549
503	0.4666726822
504	0.4665405944
505	0.4663121138
506	0.46622566
507	0.4659374672
508	0.4659318248
509	0.4657218516
510	0.4656117336
511	0.465433778
512	0.465256832
513	0.4650809095
514	0.4650105027
515	0.4646977487
516	0.464571549
517	0.4644467658
518	0.4642240354
519	0.4640700483
520	0.4637667632
521	0.4636380283
522	0.4634766658
523	0.4633809492
524	0.4633541959
525	0.4632225411
526	0.4630817276
527	0.4628701959
528	0.4626993321
529	0.4625157984
530	0.4623757274
531	0.4621569374
532	0.4621478662
533	0.4620604119
534	0.4618605742
535	0.4616860984
536	0.4615358913
537	0.4613618924
538	0.4613365119
539	0.461116731
540	0.4611059241
541	0.4609608019
542	0.4607870216
543	0.4607064067
544	0.4605411922
545	0.4604607694
546	0.460351251
547	0.4601030831
548	0.4598383438
549	0.4597753164
550	0.4594600554
551	0.4593830196
552	0.4593680023
553	0.4591724206
554	0.4588635189
555	0.45854009
556	0.4583367731
557	0.4582675074
558	0.4580048158
559	0.457839985
560	0.4577627788
561	0.4576379172
562	0.4576257662
563	0.4575014292
564	0.4574259906
565	0.4572060347
566	0.4570602326
567	0.4568657054
568	0.4565452339
569	0.4563493166
570	0.4562112266
571	0.4560565105
572	0.4558131611
573	0.4557008358
574	0.4556647683
575	0.4555985809
576	0.4553563722
577	0.4550409217
578	0.4549283453
579	0.4546879001
580	0.4546456688
581	0.4544944992
582	0.4544338641
583	0.4541790926
584	0.4539892712
585	0.4537951987
586	0.4537791399
587	0.4536417602
588	0.4533031126
589	0.45306792
590	0.4527837812
591	0.4526651423
592	0.4525135994
593	0.4525012298
594	0.4522595612
595	0.4520967812
596	0.452064797
597	0.4517519205
598	0.4515652478
599	0.4513478022
600	0.4511294451
601	0.4509975555
602	0.4509610069
603	0.4508038488
604	0.4506968135
605	0.4505736739
606	0.4504603808
607	0.4503341611
608	0.4502397187
609	0.4501514882
610	0.4499510387
611	0.4496386128
612	0.4495059192
613	0.4494116196
614	0.4492945137
615	0.4491653795
616	0.4490277058
617	0.4488445365
618	0.448643461
619	0.4483770706
620	0.4483289827
621	0.448128043
622	0.447945456
623	0.4477169229
624	0.4476471658
625	0.4475425212
626	0.447366899
627	0.447206612
628	0.447075011
629	0.4469142129
630	0.4467906657
631	0.4467822889
632	0.4466929705
633	0.4466313275
634	0.4464598272
635	0.4462829579
636	0.4461946695
637	0.4461891575
638	0.4459435263
639	0.4458181862
640	0.4456196215
641	0.4455118929
642	0.4453241081
643	0.4453188131
644	0.4451338829
645	0.4449849743
646	0.4448383391
647	0.4446488953
648	0.4444640105
649	0.4444572397
650	0.4443520292
651	0.4442841418
652	0.4440829431
653	0.4438963091
654	0.4436822628
655	0.4434607247
656	0.4433230412
657	0.4431737273
658	0.4430085039
659	0.4429337364
660	0.4427706626
661	0.4425978717
662	0.4424047164
663	0.442245352
664	0.4420023787
665	0.4417753472
666	0.4416351075
667	0.4416289445
668	0.4414543241
669	0.4413803661
670	0.4412872114
671	0.4410891077
672	0.4409521986
673	0.4407244344
674	0.4405857455
675	0.4403586124
676	0.4401759214
677	0.4400258509
678	0.4398100609
679	0.4395992819
680	0.4394394735
681	0.4394303158
682	0.4393320745
683	0.4391318811
684	0.4391212912
685	0.4389122106
686	0.4387404233
687	0.4385714274
688	0.4384590659
689	0.4383768122
690	0.4381343898
691	0.4380743204
692	0.4378797523
693	0.4378022817
694	0.4375853152
695	0.4372807695
696	0.4371626607
697	0.4369791854
698	0.4367808971
699	0.4365697008
700	0.4364577584
701	0.4364510747
702	0.4363033939
703	0.4362405299
704	0.4360943075
705	0.435956887
706	0.4358791968
707	0.4356021955
708	0.4353752692
709	0.4353704084
710	0.4352279058
711	0.435062456
712	0.4349023665
713	0.4347771426
714	0.4346120022
715	0.4345456322
716	0.4342628766
717	0.4340322841
718	0.433907412
719	0.4338436205
720	0.4335921154
721	0.4334806618
722	0.4333389414
723	0.433154951
724	0.4329950147
725	0.4328764472
726	0.4328183094
727	0.432711758
728	0.4324542639
729	0.4322289747
730	0.4320127335
731	0.4319050536
732	0.431899585
733	0.4317336898
734	0.4316723987
735	0.4315506145
736	0.431544929
737	0.4313242886
738	0.4311259302
739	0.4310717585
740	0.4309409921
741	0.4307932563
742	0.4307758524
743	0.4307676931
744	0.430617119
745	0.4304593092
746	0.4302699164
747	0.4300970454
748	0.4299054874
749	0.429793152
750	0.4297054793
751	0.429694108
752	0.4296008723
753	0.4295252618
754	0.4293626938
755	0.4292213674
756	0.42916464
757	0.4289739816
758	0.4288634926
759	0.4287777281
760	0.4286295068
761	0.4285229894
762	0.4283999346
763	0.4282148582
764	0.4282089122
765	0.428013758
766	0.4278943444
767	0.4277614954
768	0.4276557274
769	0.4275225281
770	0.4273101526
771	0.4270723947
772	0.4269771609
773	0.4268410504
774	0.4267238644
775	0.4265962563
776	0.4265550324
777	0.4263638263
778	0.4262374383
779	0.426089692
780	0.4260864803
781	0.4259400642
782	0.4258618629
783	0.4257073877
784	0.4255279701
785	0.4253682122
786	0.4252278564
787	0.4249848647
788	0.4247872121
789	0.4247104781
790	0.4245067139
791	0.4242226452
792	0.4239669663
793	0.4239305112
794	0.4237463057
795	0.4236190926
796	0.4234960829
797	0.423385376
798	0.4233773031
799	0.4231806581
800	0.423094591
801	0.4229149087
802	0.4227504182
803	0.4224773383
804	0.4223284781
805	0.4222427228
806	0.4221256243
807	0.4220412091
808	0.4218188423
809	0.421656724
810	0.4214758172
811	0.4212821096
812	0.4210135948
813	0.4208430071
814	0.4206249444
815	0.4205014746
816	0.4203837192
817	0.4202707896
818	0.4201491025
819	0.4200843697
820	0.4200342898
821	0.4200295588
822	0.4198045895
823	0.4197234213
824	0.4196588767
825	0.4194791632
826	0.4193023312
827	0.419230812
828	0.4190842968
829	0.4190786978
830	0.4189487857
831	0.4189447494
832	0.418812962
833	0.4185762147
834	0.4183553272
835	0.4181990329
836	0.4181956476
837	0.4180215143
838	0.4177951974
839	0.4177134232
840	0.4177020082
841	0.4175756675
842	0.4174038484
843	0.4172910041
844	0.4171818514
845	0.4170476087
846	0.4170393626
847	0.4169102855
848	0.4167753225
849	0.4166815681
850	0.4165835243
851	0.4165800959
852	0.4163790057
853	0.4163740578
854	0.4163673741
855	0.4162265636
856	0.416223135
857	0.4160750818
858	0.4159393856
859	0.4157192787
860	0.415609387
861	0.4154445706
862	0.4153564685
863	0.4151041525
864	0.4149332229
865	0.4147194061
866	0.4147164549
867	0.4146291325
868	0.4145004666
869	0.414380974
870	0.4140952639
871	0.4139274476
872	0.4138417717
873	0.4137676875
874	0.4135119668
875	0.4133288108
876	0.4131583713
877	0.4130061211
878	0.4129393897
879	0.4129090946
880	0.4127147692
881	0.4127114708
882	0.4126608654
883	0.4126504055
884	0.4125243116
885	0.4123391133
886	0.412147118
887	0.4121438629
888	0.4119228814
889	0.4116847281
890	0.4115692869
891	0.4114174263
892	0.4112112665
893	0.411077034
894	0.4109739489
895	0.4107709256
896	0.4106823398
897	0.4106039917
898	0.4103822592
899	0.4101930741
900	0.410082965
901	0.4100799704
902	0.4100106578
903	0.4099363203
904	0.4098231213
905	0.4097982956
906	0.4095708017
907	0.4095677636
908	0.4095073814
909	0.4094958363
910	0.4093091564
911	0.4091676595
912	0.4090335946
913	0.4088834584
914	0.4087780287
915	0.4086019195
916	0.4085220625
917	0.408398374
918	0.4083341538
919	0.4083314631
920	0.4081879542
921	0.408049381
922	0.4079026068
923	0.4077979394
924	0.4076148668
925	0.4073824451
926	0.4072282822
927	0.4070496981
928	0.4069734407
929	0.4067539566
930	0.406679263
931	0.4065778217
932	0.4064616806
933	0.4062933737
934	0.406174411
935	0.4059137713
936	0.4057139639
937	0.4055998253
938	0.4055118666
939	0.4053571726
940	0.405150737
941	0.4049802596
942	0.404758033
943	0.4046965742
944	0.4046406673
945	0.4045807231
946	0.4044153105
947	0.4042772547
948	0.4040742591
949	0.4038927754
950	0.403823637
951	0.4036264532
952	0.4035137442
953	0.4033059405
954	0.4032070107
955	0.4030514247
956	0.402999254
957	0.4028294295
958	0.4026694844
959	0.4024639276
960	0.4022835159
961	0.402276355
962	0.4021311463
963	0.4018865398
964	0.4017370086
965	0.4015046863
966	0.4014238736
967	0.4013620655
968	0.4012370554
969	0.401128896
970	0.4010226858
971	0.400949816
972	0.4007601914
973	0.4006088553
974	0.4005447243
975	0.4004478429
976	0.4002327212
977	0.4001237293
978	0.4000047515
979	0.3997788847
980	0.399618391
981	0.3993964864
982	0.3993854635
983	0.3991970358
984	0.3990734389
985	0.3988421227
986	0.3987337501
987	0.3986103998
988	0.3984105814
989	0.3983121995
990	0.3982115973
991	0.3980425237
992	0.3977514192
993	0.3976099648
994	0.3974074571
995	0.3972625072
996	0.3971479264
997	0.3969543569
998	0.3969378661
999	0.3968414974
